PRODNAME,DENSITY,AVAILSPARF_C,AVGEC_C,CRITWARNING,HRSN_C,PERCENTUSED_C,POC_C,POH_C,SPOR_C,STIME_C,SYSTYPE,TBW_GB_C,MediaError(Binary)
970Evo,2048,B,E,0, D ,A,H,I,G,E,Laptop,I,1
970Evo,2048,A,F,0, D ,B,I,I,G,E,Desktop,I,1
970Evo,512,F,H,0, D ,D,I,I,G,E,Desktop,J,0
970Evo,512,B,I,0, D ,E,H,I,G,E,Desktop,J,1
970Evo,512,F,A,0, B ,A,F,A,G,H,Desktop,A,0
970Evo,1024,F,A,0, B ,A,I,B,G,H,Laptop,B,0
970Evo,1024,F,A,0, B ,A,G,G,G,H,Desktop,B,0
970Evo,512,F,B,0, D ,A,D,B,G,E,Desktop,B,0
970Evo,1024,F,B,0, B ,A,E,G,G,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,F,D,G,H,Desktop,E,0
970Evo,1024,E,C,0, C ,A,D,E,G,G,Desktop,E,1
970Evo,512,F,E,0, C ,A,C,H,G,G,Desktop,E,0
970Evo,512,F,E,0, B ,A,F,F,G,H,Desktop,F,0
970Evo,512,F,E,0, C ,A,H,G,G,G,Desktop,F,0
970Evo,512,F,E,0, B ,A,H,E,G,I,Desktop,F,0
970Evo,512,F,F,0, D ,B,G,E,G,E,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,G,G,F,Desktop,G,0
970Evo,1024,F,E,0, B ,A,E,D,G,I,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,F,G,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,G,G,I,Laptop,H,0
970Evo,1024,F,F,0, D ,B,H,G,G,F,Desktop,H,0
970Evo,1024,F,E,0, D ,A,G,F,G,E,Laptop,H,0
970Evo,512,F,H,0, D ,C,I,G,G,E,Laptop,I,0
970Evo,512,D,G,0, D ,B,J,I,G,E,Desktop,I,1
970Evo,1024,F,G,0, B ,C,G,H,G,H,Desktop,I,0
970Evo,1024,F,G,0, B ,B,H,G,G,I,Desktop,I,0
970Evo,1024,F,F,0, D ,B,G,I,G,E,Desktop,I,0
970Evo,1024,F,A,0, C ,A,F,F,G,G,Desktop,B,0
970Evo,512,F,B,0, C ,A,I,B,G,G,Desktop,C,0
970Evo,512,F,B,0, C ,A,D,D,G,G,Desktop,C,0
970Evo,512,F,B,0, B ,A,G,G,G,I,Desktop,C,1
970Evo,512,F,C,0, B ,A,E,E,G,I,Server,D,0
970Evo,1024,F,C,0, D ,A,F,C,G,F,Laptop,D,0
970Evo,512,F,D,0, D ,A,D,C,G,E,Desktop,D,0
970Evo,512,D,D,0, D ,A,F,D,G,E,Desktop,E,1
970Evo,256,F,E,0, D ,A,D,H,G,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,D,G,I,Laptop,E,0
970Evo,512,F,D,0, B ,A,E,D,G,H,Desktop,E,0
970Evo,256,F,F,0, D ,B,G,F,G,E,Laptop,F,0
970Evo,1024,F,C,0, C ,A,E,E,G,G,Laptop,F,0
970Evo,1024,F,D,0, D ,A,I,F,G,E,Desktop,G,0
970Evo,256,F,G,0, D ,B,J,F,G,F,Laptop,G,0
970Evo,512,F,F,0, D ,A,H,G,G,E,Desktop,G,0
970Evo,512,F,F,0, C ,B,H,G,G,G,Desktop,G,0
970Evo,512,F,E,0, D ,A,H,E,G,E,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,F,G,E,Laptop,G,0
970Evo,512,F,F,0, B ,B,G,H,G,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,F,G,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,F,G,H,Desktop,G,0
970Evo,2048,F,E,0, D ,A,H,E,G,E,Laptop,H,0
970Evo,512,F,F,0, D ,B,I,H,G,E,Desktop,H,1
970Evo,1024,C,E,0, D ,A,I,I,G,E,Desktop,H,1
970Evo,1024,F,F,0, B ,B,E,H,G,I,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,G,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,H,H,G,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,F,I,G,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,G,D,G,I,Desktop,I,0
970Evo,512,F,I,0, B ,E,I,F,G,I,Desktop,I,0
970Evo,512,F,I,0, C ,D,G,I,G,G,Desktop,J,0
970Evo,512,F,B,0, D ,A,D,B,G,F,Desktop,C,0
970Evo,1024,F,C,0, B ,A,F,F,G,H,Desktop,E,0
970Evo,1024,F,D,0, D ,A,I,C,G,F,Laptop,F,0
970Evo,512,F,E,0, B ,A,J,E,G,I,Laptop,F,0
970Evo,512,F,F,0, C ,A,G,I,G,F,Desktop,F,0
970Evo,512,F,D,0, B ,A,F,D,G,H,Desktop,F,0
970Evo,256,F,G,0, D ,C,I,F,G,E,Desktop,G,0
970Evo,2048,C,C,0, D ,A,J,I,G,E,Laptop,G,1
970Evo,256,F,H,0, D ,C,I,G,G,E,Laptop,G,0
970Evo,1024,F,D,0, D ,A,H,D,G,E,Laptop,G,0
970Evo,1024,F,E,0, B ,A,F,H,G,H,Laptop,G,0
970Evo,256,F,G,0, D ,C,J,F,G,F,Desktop,G,0
970Evo,256,F,H,0, D ,D,H,F,G,E,Desktop,G,0
970Evo,1024,F,E,0, C ,A,H,H,G,G,Desktop,H,0
970Evo,256,F,H,0, D ,D,E,I,G,F,Desktop,H,0
970Evo,512,F,G,0, D ,B,F,J,G,E,Desktop,H,0
970Evo,2048,A,E,0, D ,A,F,I,G,E,Laptop,I,1
970Evo,1024,F,F,0, B ,B,F,H,G,I,Desktop,I,0
970Evo,512,C,H,0, D ,C,C,I,G,E,Desktop,I,1
970Evo,512,F,H,0, D ,D,E,I,G,F,Desktop,I,1
970Evo,1024,F,H,0, D ,D,H,H,G,F,Desktop,J,0
970Evo,256,F,I,0, D ,E,I,I,G,E,Desktop,J,0
970Evo,512,E,D,0, B ,A,E,I,G,I,Desktop,E,1
970Evo,512,F,D,0, D ,A,F,E,G,E,Laptop,E,0
970Evo,256,F,F,0, D ,B,I,E,G,F,Laptop,F,0
970Evo,512,F,E,0, D ,A,G,C,G,E,Desktop,F,0
970Evo,1024,F,E,0, B ,A,C,G,G,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,E,H,G,I,Desktop,F,0
970Evo,512,F,E,0, C ,A,G,F,G,F,Laptop,G,0
970Evo,1024,F,D,0, C ,A,G,F,G,G,Desktop,G,0
970Evo,512,F,F,0, B ,B,G,F,G,I,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,E,G,E,Desktop,G,0
970Evo,1024,F,F,0, C ,A,H,F,G,G,Desktop,G,0
970Evo,512,F,F,0, C ,B,G,F,G,G,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,F,G,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,G,E,Desktop,H,0
970Evo,256,F,I,0, D ,D,H,I,G,E,Desktop,I,0
970Evo,512,F,G,0, D ,B,D,H,G,F,Desktop,I,1
970Evo,512,F,H,0, D ,C,J,H,G,E,Desktop,I,1
970Evo,512,E,G,0, D ,C,I,I,G,E,Desktop,I,1
970Evo,512,F,G,0, D ,C,I,F,G,F,Desktop,I,0
970Evo,512,F,H,0, D ,C,G,I,G,E,Desktop,I,0
970Evo,2048,E,E,0, D ,A,G,H,G,E,Desktop,I,1
970Evo,512,F,H,0, D ,D,I,H,G,E,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,I,G,E,Desktop,I,0
970Evo,1024,F,G,0, C ,B,H,H,G,F,Desktop,I,0
970Evo,1024,F,G,0, D ,C,J,G,G,E,Desktop,J,1
970Evo,512,F,A,0, B ,A,D,B,G,I,Desktop,A,0
970Evo,512,F,A,0, D ,A,I,C,G,E,Desktop,B,0
970Evo,1024,F,B,0, B ,A,F,D,G,I,Desktop,D,0
970Evo,512,F,C,0, B ,A,G,C,G,H,Laptop,D,0
970Evo,256,F,E,0, D ,A,H,F,G,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,G,E,G,H,Desktop,F,0
970Evo,1024,F,C,0, D ,A,E,E,G,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,H,E,G,H,Laptop,G,0
970Evo,1024,F,E,0, D ,A,H,E,G,F,Desktop,G,0
970Evo,1024,F,E,0, C ,A,G,I,G,G,Desktop,G,0
970Evo,512,F,G,0, D ,B,J,G,G,F,Laptop,G,0
970Evo,512,F,F,0, B ,B,G,G,G,H,Desktop,G,0
970Evo,512,F,F,0, C ,B,I,G,G,F,Desktop,G,0
970Evo,512,F,G,0, D ,B,I,H,G,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,H,G,E,Desktop,H,0
970Evo,512,F,G,0, C ,B,H,G,G,G,Desktop,H,0
970Evo,1024,F,F,0, D ,A,I,H,G,E,Desktop,H,1
970Evo,256,F,H,0, D ,D,I,H,G,E,Desktop,I,0
970Evo,1024,F,E,0, D ,A,I,H,G,E,Desktop,I,0
970Evo,1024,F,F,0, B ,B,E,H,G,H,Laptop,I,0
970Evo,512,F,H,0, D ,C,H,G,G,E,Desktop,I,0
970Evo,1024,F,F,0, C ,A,I,I,G,G,Desktop,I,1
970Evo,512,F,H,0, D ,D,I,I,G,E,Desktop,I,0
970Evo,512,F,I,0, D ,E,H,I,G,F,Desktop,J,0
970Evo,512,F,I,0, D ,E,H,I,G,E,Desktop,J,0
970Evo,512,F,I,0, D ,E,H,I,G,E,Desktop,J,0
970Evo,512,F,C,0, B ,A,D,C,G,I,Desktop,D,0
970Evo,1024,F,B,0, A ,A,C,E,G,I,Desktop,D,0
970Evo,256,F,E,0, D ,A,E,C,G,E,Desktop,D,1
970Evo,512,E,C,0, B ,A,G,F,G,I,Desktop,D,1
970Evo,512,F,E,0, B ,A,F,D,G,H,Desktop,E,0
970Evo,512,F,D,0, C ,A,H,E,G,G,Desktop,E,1
970Evo,512,F,E,0, A ,A,E,E,G,I,Desktop,E,0
970Evo,512,F,E,0, D ,A,D,F,G,E,Laptop,F,0
970Evo,512,F,E,0, B ,A,F,F,G,H,Laptop,F,1
970Evo,1024,F,D,0, A ,A,F,E,G,I,Desktop,F,0
970Evo,256,F,G,0, D ,B,G,E,G,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,D,G,I,Desktop,F,0
970Evo,512,F,F,0, B ,A,F,E,G,H,Desktop,G,0
970Evo,1024,F,E,0, D ,A,J,H,G,F,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,H,G,E,Desktop,H,0
970Evo,512,F,I,0, D ,E,I,G,G,F,Laptop,H,0
970Evo,1024,F,F,0, D ,B,H,I,G,F,Desktop,I,1
970Evo,1024,F,A,0, B ,A,E,B,G,I,Desktop,B,0
970Evo,256,F,B,0, D ,A,C,G,G,E,Desktop,B,0
970Evo,512,F,E,0, B ,A,D,E,G,I,Laptop,E,0
970Evo,512,F,D,0, B ,A,F,D,G,H,Desktop,E,0
970Evo,512,F,E,0, C ,A,E,F,G,G,Desktop,F,0
970Evo,512,F,E,0, B ,A,F,F,G,H,Desktop,F,0
970Evo,512,F,E,0, B ,A,F,F,G,H,Desktop,F,0
970Evo,512,F,E,0, B ,A,H,E,G,I,Desktop,G,0
970Evo,512,F,F,0, D ,A,H,F,G,E,Laptop,G,0
970Evo,512,A,E,0, B ,A,C,I,G,H,Desktop,G,1
970Evo,512,F,G,0, D ,C,H,G,G,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,H,E,G,F,Desktop,H,0
970Evo,512,F,G,0, D ,B,J,H,G,E,Desktop,H,1
970Evo,1024,F,F,0, D ,B,H,F,G,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,H,F,G,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,J,G,G,E,Laptop,I,0
970Evo,2048,E,E,0, D ,A,I,H,G,E,Desktop,I,1
970Evo,512,F,G,0, D ,C,D,I,G,E,Desktop,I,0
970Evo,512,D,G,0, D ,B,H,I,G,E,Laptop,I,1
970Evo,512,F,H,0, D ,D,H,H,G,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,H,H,G,E,Desktop,I,0
970Evo,1024,F,B,0, B ,A,F,E,G,I,Desktop,C,0
970Evo,512,F,C,0, D ,A,D,B,G,E,Desktop,C,0
970Evo,1024,F,B,0, B ,A,E,C,G,I,Desktop,C,0
970Evo,512,F,C,0, A ,A,H,E,G,I,Desktop,D,0
970Evo,1024,F,B,0, C ,A,J,E,G,G,Laptop,E,0
970Evo,256,F,E,0, D ,A,F,D,G,E,Desktop,E,0
970Evo,256,F,E,0, D ,A,F,E,G,E,Laptop,E,0
970Evo,512,F,E,0, C ,A,I,H,G,F,Desktop,E,0
970Evo,1024,F,D,0, B ,A,G,D,G,H,Desktop,F,0
970Evo,1024,F,E,0, B ,A,D,H,G,I,Desktop,G,0
970Evo,512,F,G,0, C ,B,C,H,G,G,Desktop,G,0
970Evo,512,F,F,0, D ,B,J,F,G,E,Desktop,G,0
970Evo,1024,F,E,0, C ,A,G,G,G,F,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,G,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,G,H,G,H,Desktop,H,0
970Evo,512,A,G,9, D ,B,C,I,G,E,Desktop,H,1
970Evo,512,F,H,0, D ,C,I,I,G,E,Laptop,H,0
970Evo,1024,F,F,0, C ,A,I,I,G,G,Desktop,H,0
970Evo,1024,F,F,0, C ,A,G,I,G,G,Desktop,I,1
970Evo,512,F,H,0, B ,C,H,H,G,I,Desktop,I,0
970Evo,1024,E,G,0, D ,C,C,I,G,E,Desktop,I,0
970Evo,1024,F,E,0, D ,A,G,E,G,E,Laptop,I,0
970Evo,512,F,H,0, D ,D,H,H,G,E,Desktop,I,1
970Evo,256,F,I,0, D ,E,I,I,G,E,Desktop,J,0
970Evo,512,F,I,0, D ,E,I,H,G,E,Laptop,J,0
970Evo,1024,F,I,0, B ,E,E,H,G,I,Desktop,J,0
970Evo,512,F,B,0, C ,A,G,H,G,G,Desktop,B,0
970Evo,512,F,D,0, D ,A,F,F,G,E,Desktop,E,0
970Evo,2048,F,C,0, D ,A,G,F,G,F,Desktop,E,0
970Evo,1024,F,D,0, B ,A,F,E,G,I,Desktop,F,0
970Evo,512,F,F,0, B ,B,F,F,G,H,Desktop,G,0
970Evo,512,F,F,0, B ,B,D,C,G,H,Laptop,G,0
970Evo,1024,E,E,0, B ,A,F,I,G,H,Server,G,0
970Evo,1024,F,E,0, C ,A,E,J,G,G,Desktop,G,0
970Evo,1024,F,F,0, B ,B,F,G,G,H,Desktop,H,0
970Evo,512,E,G,0, C ,B,H,H,G,G,Desktop,H,1
970Evo,512,E,G,0, D ,B,E,I,G,E,Desktop,H,0
970Evo,256,F,I,0, D ,E,H,I,G,E,Desktop,I,0
970Evo,512,E,H,0, D ,D,I,H,G,E,Desktop,I,1
970Evo,512,F,H,0, D ,D,C,J,G,E,Desktop,I,1
970Evo,256,F,I,0, D ,E,I,I,G,E,Desktop,J,0
970Evo,2048,A,H,0, D ,D,D,J,G,F,Desktop,J,1
970Evo,2048,D,I,0, D ,E,I,H,G,E,Laptop,J,1
970Evo,2048,F,B,0, D ,A,G,F,G,F,Desktop,D,1
970Evo,1024,F,B,0, A ,A,F,C,G,I,Desktop,D,0
970Evo,512,F,D,0, D ,A,I,I,G,E,Desktop,E,0
970Evo,512,F,D,0, C ,A,D,B,G,G,Desktop,E,0
970Evo,256,F,E,0, D ,A,G,D,G,E,Laptop,E,0
970Evo,1024,F,C,0, C ,A,G,D,G,F,Desktop,E,0
970Evo,256,F,F,0, D ,B,F,J,G,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,F,F,G,E,Desktop,F,0
970Evo,256,F,G,0, D ,B,H,G,G,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,I,G,G,E,Laptop,F,0
970Evo,512,F,E,0, B ,A,H,E,G,I,Desktop,F,0
970Evo,512,F,F,0, D ,A,I,F,G,E,Laptop,G,1
970Evo,256,B,G,0, D ,B,C,H,G,E,Desktop,G,1
970Evo,256,F,G,0, D ,C,I,F,G,E,Desktop,G,0
970Evo,256,F,H,0, D ,C,H,G,G,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,I,G,G,E,Desktop,H,0
970Evo,512,F,F,0, D ,B,H,H,G,E,Desktop,H,0
970Evo,1024,F,F,0, B ,B,G,H,G,H,Desktop,H,0
970Evo,256,F,H,0, D ,C,I,H,G,E,Desktop,H,0
970Evo,2048,A,D,0, D ,A,D,J,G,F,Desktop,H,1
970Evo,2048,F,D,0, D ,A,H,G,G,E,Laptop,H,1
970Evo,1024,F,G,0, D ,B,D,J,G,F,Desktop,I,0
970Evo,512,F,H,0, C ,D,I,H,G,G,Desktop,I,0
970Evo,1024,F,H,0, D ,C,I,I,G,E,Desktop,I,0
970Evo,1024,F,B,0, C ,A,G,F,G,G,Laptop,C,0
970Evo,512,F,D,0, D ,A,E,J,G,E,Desktop,E,0
970Evo,512,F,D,0, D ,A,G,E,G,E,Desktop,F,0
970Evo,512,F,D,0, D ,A,D,G,G,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,I,F,G,H,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,E,G,I,Desktop,F,0
970Evo,256,F,F,0, D ,B,H,F,G,E,Laptop,F,0
970Evo,1024,F,D,0, B ,A,H,F,G,H,Desktop,G,0
970Evo,256,F,H,0, D ,D,I,F,G,F,Desktop,G,0
970Evo,512,F,F,0, C ,B,G,G,G,G,Desktop,G,0
970Evo,1024,F,E,0, C ,A,H,G,G,G,Desktop,H,0
970Evo,512,F,H,0, C ,C,D,H,G,G,Desktop,I,0
970Evo,1024,F,F,0, D ,B,H,H,G,F,Desktop,I,0
970Evo,512,F,H,0, D ,D,H,H,G,F,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,H,G,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,G,H,G,E,Laptop,I,0
970Evo,1024,F,G,0, D ,B,F,I,G,F,Desktop,I,0
970Evo,1024,F,G,0, B ,B,G,I,G,H,Desktop,I,1
970Evo,512,F,H,0, C ,D,C,H,G,G,Desktop,I,0
970Evo,1024,F,G,0, D ,C,H,J,G,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,H,I,G,E,Desktop,J,0
970Evo,1024,F,H,0, D ,D,H,I,G,E,Desktop,J,0
970Evo,256,F,I,0, D ,E,H,I,G,E,Desktop,J,0
970Evo,1024,F,I,0, B ,E,C,H,G,I,Desktop,J,0
970Evo,256,F,C,0, D ,A,G,I,G,E,Desktop,C,1
970Evo,512,F,B,0, A ,A,I,C,G,I,Laptop,C,0
970Evo,512,F,C,0, B ,A,D,C,G,H,Server,D,0
970Evo,512,F,D,0, C ,A,G,C,G,G,Laptop,D,0
970Evo,1024,F,C,0, D ,A,E,E,G,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,C,G,I,Desktop,E,0
970Evo,512,F,E,0, D ,A,E,C,G,E,Laptop,E,0
970Evo,256,F,F,0, D ,B,H,E,G,E,Desktop,F,0
970Evo,256,F,F,0, D ,B,H,G,G,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,F,C,G,H,Desktop,G,0
970Evo,512,F,F,0, C ,B,F,F,G,G,Desktop,G,0
970Evo,256,F,G,0, D ,B,I,F,G,E,Laptop,G,0
970Evo,1024,F,E,0, D ,A,H,E,G,F,Desktop,G,0
970Evo,1024,F,D,0, C ,A,H,G,G,G,Laptop,G,0
970Evo,256,F,H,0, D ,D,I,I,G,E,Desktop,H,0
970Evo,1024,F,G,0, C ,C,G,I,G,G,Desktop,I,0
970Evo,512,F,I,0, D ,E,I,I,G,E,Desktop,J,0
970Evo,1024,F,I,0, D ,E,I,H,G,E,Laptop,J,0
970Evo,512,F,B,0, D ,A,F,C,G,E,Desktop,C,0
970Evo,1024,F,C,0, B ,A,F,G,G,H,Desktop,E,0
970Evo,512,F,D,0, B ,A,D,H,G,I,Desktop,E,0
970Evo,512,F,D,0, D ,A,G,D,G,E,Desktop,E,0
970Evo,512,F,E,0, D ,A,F,F,G,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,F,E,G,I,Desktop,F,0
970Evo,256,F,G,0, D ,B,G,G,G,E,Laptop,F,0
970Evo,1024,F,D,0, B ,A,D,H,G,I,Desktop,F,0
970Evo,256,F,G,0, D ,B,H,H,G,E,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,H,G,F,Laptop,G,1
970Evo,512,F,F,0, B ,A,G,E,G,I,Desktop,G,0
970Evo,1024,F,E,0, B ,A,F,E,G,I,Laptop,G,0
970Evo,2048,F,C,0, C ,A,J,G,G,F,Laptop,G,1
970Evo,512,F,F,0, C ,B,I,F,G,G,Desktop,G,0
970Evo,1024,F,E,0, B ,A,J,G,G,I,Desktop,H,0
970Evo,1024,E,,0, C ,B,H,G,G,G,Desktop,I,0
970Evo,2048,F,E,0, D ,A,J,G,G,E,Desktop,I,1
970Evo,1024,F,F,0, B ,B,H,G,G,H,Desktop,I,0
970Evo,2048,A,H,9, D ,D,E,J,G,E,Desktop,J,1
970Evo,512,F,C,0, B ,A,G,D,G,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,F,C,G,I,Server,E,0
970Evo,2048,F,C,0, C ,A,F,H,G,F,Desktop,E,0
970Evo,1024,F,C,0, C ,A,D,F,G,F,Desktop,E,0
970Evo,512,F,E,0, D ,A,G,E,G,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,H,D,G,H,Desktop,F,0
970Evo,512,F,F,0, D ,B,D,J,G,F,Desktop,G,1
970Evo,512,F,F,0, B ,B,H,F,G,I,Desktop,G,0
970Evo,512,F,F,0, C ,B,G,E,G,G,Desktop,H,0
970Evo,512,F,G,0, C ,C,H,G,G,G,Desktop,H,0
970Evo,1024,F,F,0, B ,B,E,I,G,H,Laptop,H,1
970Evo,256,F,H,0, D ,D,H,I,G,E,Desktop,I,0
970Evo,1024,F,F,0, B ,B,H,H,G,H,Desktop,I,0
970Evo,2048,E,E,0, D ,B,H,I,G,E,Laptop,I,1
970Evo,256,E,I,0, D ,E,C,J,G,E,Desktop,J,1
970Evo,2048,A,H,8, D ,D,F,J,G,F,Desktop,J,1
970Evo,512,C,C,0, D ,A,H,H,G,E,Desktop,C,1
970Evo,1024,F,C,0, C ,A,F,B,G,G,Desktop,D,0
970Evo,256,F,D,0, D ,A,H,C,G,E,Desktop,D,0
970Evo,512,F,D,0, D ,A,I,E,G,E,Desktop,E,0
970Evo,512,F,E,0, D ,A,F,D,G,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,D,G,I,Desktop,F,0
970Evo,256,F,F,0, D ,B,F,E,G,E,Desktop,F,0
970Evo,512,F,F,0, B ,A,D,F,G,I,Desktop,F,0
970Evo,1024,F,E,0, D ,A,F,C,G,E,Desktop,F,0
970Evo,256,F,G,0, D ,C,H,H,G,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,F,G,H,Desktop,G,0
970Evo,1024,F,E,0, C ,A,E,E,G,G,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,F,G,F,Laptop,H,0
970Evo,1024,F,F,0, C ,B,G,H,G,G,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,G,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,G,E,Desktop,I,0
970Evo,1024,F,F,0, D ,B,I,I,G,E,Laptop,I,0
970Evo,256,F,I,0, D ,E,I,I,G,E,Desktop,I,0
970Evo,2048,A,F,0, D ,B,D,J,G,E,Desktop,I,1
970Evo,256,B,I,0, D ,E,I,I,G,E,Laptop,J,1
970Evo,256,F,I,0, D ,E,I,I,G,E,Desktop,J,0
970Evo,512,F,D,0, C ,A,D,H,G,G,Laptop,E,0
970Evo,1024,F,D,0, D ,A,H,D,G,E,Laptop,F,0
970Evo,1024,F,D,0, C ,A,E,C,G,G,Laptop,F,0
970Evo,1024,A,D,9, B ,A,C,H,G,I,Desktop,F,1
970Evo,256,F,G,0, D ,C,J,E,G,E,Laptop,G,0
970Evo,256,F,H,0, D ,D,I,G,G,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,G,G,G,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,H,H,G,E,Desktop,H,0
970Evo,1024,F,E,0, D ,A,H,I,G,F,Desktop,H,1
970Evo,2048,F,D,0, D ,A,I,F,G,F,Laptop,H,1
970Evo,256,F,H,0, D ,D,H,I,G,E,Desktop,H,0
970Evo,2048,A,E,0, D ,A,J,G,G,E,Laptop,I,1
970Evo,1024,F,F,0, D ,A,G,H,G,F,Laptop,I,0
970Evo,512,F,H,0, B ,D,F,G,G,H,Desktop,I,0
970Evo,1024,A,G,0, D ,C,D,J,G,E,Desktop,I,1
970Evo,512,F,H,0, D ,D,G,I,G,E,Desktop,I,0
970Evo,2048,A,I,0, D ,E,F,I,G,E,Desktop,J,1
970Evo,512,F,B,0, B ,A,D,D,G,H,Desktop,B,0
970Evo,1024,F,A,0, B ,A,D,B,G,I,Desktop,C,0
970Evo,256,F,E,0, D ,A,G,D,G,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,E,E,G,H,Desktop,E,0
970Evo,512,F,E,0, D ,A,G,E,G,E,Desktop,F,0
970Evo,2048,F,C,0, C ,A,E,E,G,F,Desktop,F,0
970Evo,512,F,E,0, C ,A,F,G,G,G,Desktop,G,0
970Evo,256,F,G,0, C ,B,G,G,G,F,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,I,G,E,Laptop,H,0
970Evo,512,F,G,0, B ,B,F,F,G,H,Desktop,H,0
970Evo,256,F,H,0, D ,D,J,H,G,E,Desktop,H,0
970Evo,512,F,G,0, B ,B,I,G,G,H,Laptop,H,0
970Evo,512,F,H,0, C ,C,H,I,G,G,Desktop,I,0
970Evo,1024,F,F,0, D ,B,I,H,G,E,Desktop,I,0
970Evo,1024,F,G,0, D ,C,H,H,G,F,Desktop,J,0
970Evo,1024,F,C,0, C ,A,D,B,G,G,Desktop,D,0
970Evo,512,F,D,0, B ,A,F,F,G,I,Desktop,E,0
970Evo,256,F,G,0, D ,B,G,G,G,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,D,G,E,Desktop,F,0
970Evo,1024,F,E,0, B ,A,E,C,G,H,Desktop,F,0
970Evo,256,F,G,0, D ,B,D,I,G,E,Desktop,G,0
970Evo,512,F,F,0, D ,B,J,E,G,E,Laptop,G,0
970Evo,256,F,H,0, D ,C,E,F,G,E,Laptop,G,0
970Evo,1024,F,E,0, B ,A,F,E,G,H,Laptop,G,0
970Evo,512,F,F,0, B ,B,E,G,G,H,Desktop,G,0
970Evo,512,F,G,0, D ,B,I,I,G,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,F,G,G,I,Desktop,H,0
970Evo,512,B,G,0, D ,C,D,J,G,E,Desktop,H,0
970Evo,512,F,G,0, C ,C,I,G,G,G,Desktop,I,1
970Evo,1024,F,F,0, C ,B,I,G,G,G,Desktop,I,0
970Evo,1024,E,F,0, D ,B,I,I,G,E,Desktop,I,0
970Evo,1024,F,F,0, D ,B,F,I,G,E,Desktop,I,1
970Evo,1024,F,G,0, C ,B,F,F,G,G,Desktop,I,0
970Evo,512,F,H,0, D ,D,J,H,G,E,Desktop,I,0
970Evo,512,F,H,0, D ,C,H,G,G,E,Desktop,I,0
970Evo,1024,A,G,0, D ,C,H,J,G,E,Desktop,I,1
970Evo,256,F,D,0, D ,A,D,E,G,F,Desktop,D,1
970Evo,1024,F,B,0, B ,A,G,D,G,I,Desktop,D,0
970Evo,512,F,D,0, B ,A,G,D,G,H,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,C,G,H,Laptop,F,0
970Evo,512,F,F,0, D ,A,H,F,G,E,Desktop,G,0
